1.98771;1.22746
1.96682;1.74009
1.55283;1.12397
1.56947;1.4138
1.17715;1.8071
1.06995;1.89528
2.16381;1.00097
2.23034;1.76568
1.75845;1.00876
1.0286;1.65072
1.49583;1.05787
2.20746;1.28864
1.11235;1.7668
1.47425;2.21921
1.57879;2.06633
1.84358;1.55862
1.01645;2.16833
1.69848;1.47792
1.0198;1.28631
1.29887;1.84725
1.7564;2.03316
1.21497;1.48492
1.22597;1.93665
1.52719;1.25785
1.70395;1.03883
2.04443;1.5577
1.48999;2.14906
1.90182;1.40491
1.70735;1.64583
2.19185;2.04722
1.92668;1.66922
1.72757;2.19692
1.75272;1.34224
1.36738;1.20493
1.01939;1.52502
1.48965;1.36393
1.01746;1.24656
1.88206;1.97982
1.75139;2.14861
1.80734;2.13455
2.05405;1.55732
1.11831;1.45981
1.82936;1.82574
1.73321;1.34066
1.69594;1.47483
2.20492;2.05265
1.89494;1.29262
1.31752;1.05014
1.88122;1.1375
1.54478;1.25013
2.11075;1.58946
1.69846;1.86244
1.17277;1.74948
1.6694;1.2518
2.16914;1.74259
1.86153;2.09178
1.7742;1.36659
1.13081;1.5661
1.27087;1.51647
2.09527;1.40219
1.15139;1.44181
2.12447;1.33744
1.80314;1.00065
1.43719;1.37793
1.20417;1.66227
1.60119;1.85862
1.33407;1.30272
1.20868;1.27127
1.69205;1.50076
1.08047;1.31486
1.30613;1.86342
1.88322;1.18363
2.2372;1.33081
2.211;1.50969
1.04098;1.42789
1.7866;1.84407
1.65836;1.55525
1.68559;1.73494
1.10026;1.45837
1.30028;1.99589
1.58317;2.21944
1.49454;2.01238
1.98995;1.18689
1.63017;1.86281
2.06436;1.40419
1.2731;1.88183
2.00378;1.43235
1.11926;2.16625
1.49299;1.64201
2.03876;1.83786
1.91167;1.25925
1.6714;1.86277
1.2834;1.21694
2.21789;1.64063
1.32343;2.23535
2.19712;1.69228
2.09447;1.234
1.3458;1.86844
2.04986;2.06184
1.50159;2.10083
