4.18617;1.73374
4.11876;3.3874
2.78333;1.3999
2.837;2.33483
1.57147;3.60355
1.22565;3.888
4.75421;1.00312
4.96885;3.46993
3.44661;1.02827
1.09225;3.0991
2.59944;1.18666
4.89502;1.93109
1.36243;3.47354
2.52985;4.93292
2.86705;4.43976
3.72123;2.802
1.05306;4.76881
3.25315;2.54167
1.06387;1.92358
1.9641;3.73305
3.43999;4.33278
1.69346;2.56424
1.72894;4.02145
2.70062;1.83177
3.2708;1.12525
4.36914;2.79902
2.5806;4.70664
3.90909;2.30616
3.28178;3.08334
4.84469;4.37814
3.98928;3.15877
3.347;4.86102
3.42814;2.104
2.18509;1.66107
1.06255;2.69361
2.57953;2.17395
1.05632;1.79537
3.84537;4.1607
3.42384;4.7052
3.60431;4.65984
4.40015;2.7978
1.38164;2.48327
3.67537;3.66369
3.36519;2.09889
3.24497;2.53171
4.88685;4.39566
3.88692;1.94394
2.02427;1.16173
3.84265;1.44356
2.75735;1.80688
4.58305;2.90148
3.2531;3.78206
1.55733;3.41767
3.15936;1.81224
4.77141;3.39546
3.77914;4.52187
3.49742;2.18253
1.42198;2.82614
1.87376;2.66604
4.53312;2.29738
1.48835;2.42519
4.62731;2.08853
3.59076;1.00208
2.41028;2.21913
1.65862;3.13636
2.93932;3.76974
2.07765;1.9765
1.67316;1.87506
3.23241;2.61534
1.25957;2.01566
1.9875;3.78522
3.84908;1.59235
4.99096;2.06712
4.90646;2.64415
1.1322;2.38028
3.53741;3.72282
3.12374;2.79113
3.21157;3.37079
1.32341;2.47862
1.96864;4.21256
2.8812;4.93369
2.5953;4.26573
4.19338;1.60287
3.0328;3.78325
4.43344;2.30384
1.88096;3.8446
4.238;2.39466
1.38471;4.76209
2.59029;3.07101
4.35084;3.70276
3.94086;1.83629
3.16579;3.78314
1.9142;1.69982
4.92867;3.06654
2.04332;4.98501
4.86168;3.23317
4.53055;1.75483
2.11549;3.80143
4.38664;4.4253
2.61803;4.55108
