3.38963;1.5503
3.33907;2.79055
2.3375;1.29992
2.37775;2.00113
1.4286;2.95267
1.16923;3.166
3.81566;1.00234
3.97663;2.85244
2.83496;1.0212
1.06919;2.57432
2.19958;1.14
3.92127;1.69831
1.27182;2.85516
2.14739;3.94969
2.40029;3.57982
3.04092;2.3515
1.03979;3.82661
2.68986;2.15625
1.0479;1.69268
1.72308;3.04979
2.82999;3.49958
1.52009;2.17318
1.54671;3.26608
2.27547;1.62382
2.7031;1.09394
3.52685;2.34926
2.18545;3.77998
3.18182;1.97962
2.71133;2.5625
3.88352;3.5336
3.24196;2.61908
2.76025;3.89577
2.8211;1.828
1.88882;1.4958
1.04691;2.2702
2.18464;1.88046
1.04224;1.59653
3.13403;3.37053
2.81788;3.7789
2.95323;3.74488
3.55012;2.34835
1.28623;2.11245
3.00652;2.99777
2.77389;1.82417
2.68373;2.14878
3.91514;3.54674
3.16519;1.70795
1.7682;1.1213
3.13199;1.33267
2.31801;1.60516
3.68729;2.42611
2.68983;3.08655
1.41799;2.81325
2.61952;1.60918
3.82856;2.7966
3.08435;3.6414
2.87306;1.8869
1.31648;2.3696
1.65532;2.24953
3.64984;1.97304
1.36626;2.06889
3.72049;1.8164
2.94307;1.00156
2.05771;1.91434
1.49397;2.60227
2.45449;3.07731
1.80824;1.73238
1.50487;1.65629
2.67431;2.21151
1.19468;1.76175
1.74063;3.08891
3.13681;1.44426
3.99322;1.80034
3.92984;2.23311
1.09915;2.03521
2.90305;3.04212
2.5928;2.34335
2.65868;2.77809
1.24256;2.10896
1.72648;3.40942
2.4109;3.95027
2.19647;3.4493
3.39504;1.45215
2.5246;3.08744
3.57508;1.97788
1.66072;3.13345
3.4285;2.046
1.28853;3.82157
2.19272;2.55325
3.51313;3.02707
3.20565;1.62721
2.62434;3.08735
1.68565;1.52486
3.94651;2.54991
1.78249;3.98876
3.89626;2.67488
3.64791;1.56612
1.83661;3.10107
3.53998;3.56897
2.21352;3.66331
